ChemSpider,SMILES,original_format_type,Protein Binding Number,units,Reference,Measurement_type,is_open,is_predicted
33395,[H][C@]12[C@H](OC(=O)C3=CC=CC=C3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)C4=CC=CC=C4)C4=CC=CC=C4)C(C)=C([C@@H](OC(C)=O)C(=O)[C@]1(C)[C@@H](O)C[C@H]1OC[C@@]21OC(C)=O)C3(C)C,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4561,NC1=NC(=O)C(O1)C1=CC=CC=C1,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54783,CC(C)(C)NC(=O)[C@@H]1CC2CCCCC2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4024,CCN(CC)CCNC(=O)C1=CC(Cl)=C(N)C=C1OC,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5541,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5824,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2350,CN(C)CCOC(C1=CC=CC=C1)C1=CC=C(Br)C=C1,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54790,ClC1=CC=CC(N2CCN(CCCCOC3=CC4=C(CCC(=O)N4)C=C3)CC2)=C1Cl,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3345,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2699,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=C(Cl)C=C2,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2261,CC(C)COCC(CN(CC1=CC=CC=C1)C1=CC=CC=C1)N1CCCC1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
130581,[H][C@@]12C[C@H](O)[C@@]3(C)C(=O)[C@H](O)C4=C(C)[C@H](C[C@@](O)([C@@H](OC(=O)C5=CC=CC=C5)[C@]3([H])[C@@]1(CO2)OC(C)=O)C4(C)C)OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C1=CC=CC=C1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3593,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I)C1=C(I)C(C(=O)NCC(O)CO)=C(I)C(C(=O)NCC(O)CO)=C1I,% bound,0,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4777171,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(O)C(=C1)C(O)=O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2323020,CC1=NC(NC2=NC=C(S2)C(=O)NC2=C(C)C=CC=C2Cl)=CC(=N1)N1CCN(CCO)CC1,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5293659,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CSC1C[C@@H]2CC[C@H](C1)N2C,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4591452,COCCCOC1=C(OC)C=CC(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C(C)C)C(=O)NCC(C)(C)C(N)=O)C(C)C)=C1,% bound,49,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
181006,CS(=O)(=O)CCNCC1=CC=C(O1)C1=CC2=C(C=C1)N=CN=C2NC1=CC(Cl)=C(OCC2=CC(F)=CC=C2)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3571948,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,% bound,38,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
397844,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,% bound,1,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
130409,CC[C@@H]([C@H](C)O)N1N=CN(C1=O)C1=CC=C(C=C1)N1CCN(CC1)C1=CC=C(OCC2CO[C@](CN3C=NC=N3)(C2)C2=C(F)C=C(F)C=C2)C=C1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
184733,[H][C@@]12CCO[C@]1([H])OC[C@@H]2OC(=O)N[C@@H](CC1=CC=CC=C1)[C@H](O)CN(CC(C)C)S(=O)(=O)C1=CC=C(N)C=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
140081,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,% bound,3,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
103109,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCC(O)C2=N1,% bound,74,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4486264,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470510,[H][C@]12C[C@]([H])(CNC1)C1=CC3=NC=CN=C3C=C21,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2340731,COC1=CC=C(C[C@@H](C)NC[C@H](O)C2=CC(NC=O)=C(O)C=C2)C=C1,% bound,57,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3511,NNC1=NN=CC2=CC=CC=C12,% bound,87,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2280207,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,% bound,25,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
133236,CC1=CC(CC(O)=O)=C(NC2=C(F)C=CC=C2Cl)C=C1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
571001,C[N+](C)(C)CCO.CN1C2=C([N-]C=N2)C(=O)N(C)C1=O,% bound,56,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
116245,CC(C)CN(C[C@@H](OP(O)(O)=O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
50839,OP(O)(=O)OCN1C(=O)NC(C1=O)(C1=CC=CC=C1)C1=CC=CC=C1,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
401748,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
30723,[H][C@]12SCC(CSC3=NN=C(C)S3)=C(N1C(=O)[C@H]2NC(=O)CN1C=NN=N1)C(O)=O,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
39734,[H][C@]12SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](O)C1=CC=CC=C1)C(O)=O,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
40204,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@H]2NC(=O)C(NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=C(O)C=C1)C(O)=O,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
21167997,[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C1SC(S1)=C(C(N)=O)C(O)=O)OC)C(O)=O,% bound,88,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5018818,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
25453,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1,% bound,84,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3482,CN1C(=O)NC(=O)C(C)(C1=O)C1=CCCCC1,% bound,25,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
34369,CC(C)(C)NC[C@H](O)COC1=CC=CC=C1C1CCCC1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2314553,C#CCN[C@@H]1CCC2=CC=CC=C12,% bound,91,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9190,COCCOC1=CN=C(NS(=O)(=O)C2=CC=CC=C2)N=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5664,[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])C[C@]([H])(F)C2=CC(=O)C=C[C@]12C,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
54673,COCC(=O)O[C@]1(CCN(C)CCCC2=NC3=CC=CC=C3N2)CCC2=C(C=CC(F)=C2)[C@@H]1C(C)C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
35728,CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
46260,COC1=CC2=C(C(OC)=C1OC)C1=CC=C(OC)C(=O)C=C1C(CC2)NC(C)=O,% bound,50,%,http://www.thedrugmonitor.com/colchicine.html,Plasma Protein Binding,TRUE,FALSE
62105,[H][C@@]12C[C@]1([H])[C@@]1([H])[C@]3([H])[C@]4([H])C[C@]4([H])[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@]1([H])[C@@]1(C)CCC(=O)C=C21,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4977,OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4301,CN(C)C(=O)OC1=CC(=CC=C1)[N+](C)(C)C,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
27471727,C[N+]1(C)[C@H]2CC(C[C@@H]1[C@@H]1O[C@H]21)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,% bound,72,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
392056,[H][C@@]12C[C@@]3([H])[C@]4([H])CCC5=CC(=O)C=C[C@]5(C)[C@@]4([H])[C@@H](O)C[C@]3(C)[C@@]1(OC(O2)C1CCCCC1)C(=O)COC(=O)C(C)C,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4586395,CO\N=C(/C(=O)N[C@@H]1C(=O)N2[C@]1([H])SCC(C[N+]1(C)CCCC1)=C2C([O-])=O)C1=CSC(N)=N1,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
82675,[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4445418,[H][C@]12SCC=C(N1C(=O)[C@H]2NC(=O)C(=C/CC(O)=O)\C1=CSC(N)=N1)C(O)=O,% bound,65,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4891496,[H][C@]12SCC(COC)=C(N1C(=O)[C@H]2NC(=O)C(=N/OC)\C1=CSC(N)=N1)C(O)=O,% bound,27,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10443441,CC(=O)CC(C1=CC=C(C=C1)[N+]([O-])=O)C1=C(O)C2=CC=CC=C2OC1=O,% bound,98.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5774,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3570,NC1=CC(=CNC1=O)C1=CC=NC=C1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
16929,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2347,BrC1=CC2=C(NC(=O)CN=C2C2=CC=CC=N2)C=C1,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2709,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
24747358,CO[C@@H]1C[C@H](C[C@H](C)C2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)OC)CC[C@H]1OCCO,% bound,74,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
187603,OC(=O)CCC(O)=O.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
94631,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
83706,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
33876,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,% bound,45,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4591431,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
57721,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,% bound,2,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
3526,CCN(CCO)CCCC(C)NC1=C2C=CC(Cl)=CC2=NC=C1,% bound,45,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4470984,OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
570892,[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC,% bound,75,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
110209,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
395793,FC(F)OC1=C(OCC2CC2)C=C(C=C1)C(=O)NC1=C(Cl)C=NC=C1Cl,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5120,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,% bound,71,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
65067,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](CC2=CC=C(O)C=C2)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2271900,O[C@@H]1CC[C@@]2(C)[C@@]([H])(CC[C@@]3(C)[C@@]2([H])[C@H](O)C[C@@]2([H])\C([C@@H](OC(=O)C)C[C@]32C)=C(/CCC=C(C)C)C(O)=O)[C@@H]1C,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4333,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
43215,[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,% bound,40,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4339,CS(=O)(=O)NC1=C(OC2=CC=CC=C2)C=C(C=C1)[N+]([O-])=O,% bound,97.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5168,CC1=C(NC(=O)C2=CC(NC(=O)NC3=CC=CC(=C3)C(=O)NC3=C(C)C=CC(=C3)C(=O)NC3=C4C(C=C(C=C4S(O)(=O)=O)S(O)(=O)=O)=C(C=C3)S(O)(=O)=O)=CC=C2)C=C(C=C1)C(=O)NC1=C2C(C=C(C=C2S(O)(=O)=O)S(O)(=O)=O)=C(C=C1)S(O)(=O)=O,% bound,99.7,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2273675,[H][C@]12CC[C@]([H])(CC(C1)N1C(C)=NN=C1C(C)C)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)C1=CC=CC=C1,% bound,76,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
819216,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5796,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,% bound,84,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4949236,C[C@H]1CCC[C@@]2(C)O[C@@]2([H])C[C@H](NC(=O)C[C@@H](O)C(C)(C)C(=O)[C@@H](C)[C@H]1O)C(\C)=C\C1=CSC(C)=N1,% bound,71,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
180996,CCCCN(CCCC)CCCOC1=CC=C(C=C1)C(=O)C1=C(CCCC)OC2=C1C=C(NS(C)(=O)=O)C=C2,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
64421,OC(CNCC(O)C1CCC2=C(O1)C=CC(F)=C2)C1CCC2=C(O1)C=CC(F)=C2,% bound,98,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
65276,[H][C@]12[C@H](OC(=O)C(O)(CCCC(C)(C)O)CC(=O)OC)C(OC)=C[C@@]11CCCN1CCC1=CC3=C(OCO3)C=C21,% bound,50,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9847815,C[C@H]1CNCCC2=C1C=C(C=C2)Cl,% bound,70,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5293734,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,% bound,9.3,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
48492,CSC1=CC=C(C=C1)C(=O)C1=C(C)NC(=O)N1,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2260,OC(=O)CCCN1CCC(CC1)OC(C1=CC=C(Cl)C=C1)C1=CC=CC=N1,% bound,55.4,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
59245,CCN(CC)C(=O)[C@@]1(C[C@@H]1CN)C1=CC=CC=C1,% bound,13,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
135722,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC(Cl)=C1Cl)C(=O)OC,% bound,99.5,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2300501,OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
97231,CC1(C)CCC(C)(C)C2=C1C=CC(NC(=O)C1=CC=C(C=C1)C(O)=O)=C2,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
64459,COC1=C(OCCCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C=CC(=C1)C(C)=O,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
28460,CC(OC1=C(Cl)C=CC=C1Cl)C1=NCCN1,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
108740,CCOC(=O)NC1=C(N)C=C(NCC2=CC=C(F)C=C2)C=C1,% bound,80,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
5293751,CCC1=C(CC)C=C2CC(CC2=C1)NC[C@H](O)C1=C2C=CC(=O)NC2=C(O)C=C1,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
97236,[H][C@@]12CC3=C(C(O)=C(OC)C(C)=C3)[C@@]([H])(N1C)[C@@]1([H])N([C@H]2O)[C@@]2([H])COC(=O)[C@]3(CS[C@]1([H])C1=C(OC(C)=O)C(C)=C4OCOC4=C21)NCCC1=CC(O)=C(OC)C=C31,% bound,96,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
51867,CCCN(CCC1=CC=CS1)C1CCC2=C(C1)C=CC=C2O,% bound,92,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2338979,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2279948,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,% bound,68,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
117348,CC(=O)O[C@H]1CC[C@]2(C)C3CC[C@@]4(C)C(CC=C4C4=CN=CC=C4)C3CC=C2C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4040,CN1CCN2C(C1)C1=CC=CC=C1CC1=CC=CC=C21,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
21117764,Clc7c6Oc%14cc3cc(Oc1ccc(cc1Cl)[C@@H](O[C@@H]2O[C@@H]([C@@H](O)[C@H](O)[C@H]2NC(=O)C)CO)[C@@H]%11NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)[C@@H]5c8cc(Oc4c(O)ccc(c4)[C@@H](N)C(=O)N[C@@H](C(=O)N5)Cc(cc6)c7)cc(O)c8)c%12cc(c%10c(O[C@H]9O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]9O)cc(O)cc%10[C@@H](C(=O)O)NC%11=O)c(O)cc%12)c%14O[C@@H]%13O[C@H](CO)[C@@H](O)[C@H](O)[C@H]%13NC(=O)CCCCCCCCC,% bound,93,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
11540,CC(=O)N[C@@H](CS)C(O)=O,% bound,83,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
94641,CC1=C(N(N=C1C(=O)NN1CCCCC1)C1=C(Cl)C=C(Cl)C=C1)C1=CC=C(Cl)C=C1,% bound,100,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
114471,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,% bound,30,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9625485,CN1C(=O)C=C(N2CCC[C@@H](N)C2)N(CC2=C(C=CC=C2)C#N)C1=O,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8013742,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,% bound,20,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4471557,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,% bound,97,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
19879943,CC1=NN(C(=O)\C1=N/NC1=C(O)C(=CC=C1)C1=CC=CC(=C1)C(O)=O)C1=CC=C(C)C(C)=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
391976,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
10128588,OC(=O)\C=C/C(O)=O.CN1CC2C(C1)C1=C(OC3=CC=CC=C23)C=CC(Cl)=C1,% bound,95,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
189902,COC[C@@H](NC(C)=O)C(=O)NCC1=CC=CC=C1,% bound,15,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8051086,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,% bound,94,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8045620,COC1=C(Cl)C=C(CNC2=C(C=NC(=N2)N2CCC[C@H]2CO)C(=O)NCC2=NC=CC=N2)C=C1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
187436,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
4589864,C[C@H]1CN(C[C@H](CC2=CC=CC=C2)C(=O)NCC(O)=O)CC[C@@]1(C)C1=CC(O)=CC=C1,% bound,85,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
21468899,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,% bound,87,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2074,CCN1CCCC1CNC(=O)C1=CC(=C(N)C=C1OC)S(=O)(=O)CC,% bound,17,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
9419005,N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C12CC3CC(CC(O)(C3)C1)C2,% bound,10,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
2338980,Cl.CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2OC2=C3OC4=CC=C(C=C4Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H]4C(C=C2OC2=CC=C(C=C2Cl)[C@@H](O)[C@@H]2NC(=O)[C@H](NC4=O)C4=CC=C(O)C(=C4)C4=C(C=C(O)C(CNCP(O)(O)=O)=C4O)[C@H](NC2=O)C(O)=O)=C3)O[C@@H](C)[C@H]1O,% bound,90,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
8289501,CN(C1=CC2=NN(C)C(C)=C2C=C1)C1=CC=NC(NC2=CC=C(C)C(=C2)S(N)(=O)=O)=N1,% bound,99,%,DrugBank,Plasma Protein Binding,TRUE,FALSE
